RECID=R2017103970000003	阿SIR	āSIR
RECID=R2017103970007264	上扬	shànɡyánɡ
RECID=R2017103970007265	上载	shànɡzǎi
RECID=R2017103970007266	上证综合指数	Shànɡzhènɡzōnɡhézhǐshù
RECID=R2017103970007267	上座率	shànɡzuòlǜ
RECID=R2017103970007269	烧	shāo
RECID=R2017103970007270	烧烤	shāokǎo
RECID=R2017103970007271	烧钱	shāoqián
RECID=R2017103970007272	少款	shàokuǎn
RECID=R2017103970007273	少男少女课堂	shàonánshào-nǚkè-tánɡ
RECID=R2017103970007274	少年全托	shàoniánquántuō
RECID=R2017103970007275	少女课堂	shàonǚkètánɡ
RECID=R2017103970007277	奢办	shēbàn
RECID=R2017103970007278	奢侈品	shēchǐpǐn
RECID=R2017103970007279	奢念	shēniàn
RECID=R2017103970007280	奢适品	shēshìpǐn
RECID=R2017103970007281	奢谈	shētán
RECID=R2017103970007282	奢言	shēyán
RECID=R2017103970007283	蛇船	shéchuán
RECID=R2017103970007284	蛇客	shékè
RECID=R2017103970007285	蛇头	shétóu
RECID=R2017103970007286	舍宾	shěbīn
RECID=R2017103970007287	舍宾运动	shěbīnyùndònɡ
RECID=R2017103970007288	设施农业	shèshīnónɡyè
RECID=R2017103970007289	社保	shèbǎo
RECID=R2017103970007290	社会公众股	shèhuìɡōnɡzhònɡ-ɡǔ
RECID=R2017103970007291	社会库存	shèhuìkùcún
RECID=R2017103970007292	社会墙	shèhuìqiánɡ
RECID=R2017103970007293	社会情绪	shèhuìqínɡxù
RECID=R2017103970007294	社会消费券	shèhuìxiāofèiquàn
RECID=R2017103970007295	社情	shèqínɡ
RECID=R2017103970007296	社情民意	shèqínɡmínyì
RECID=R2017103970007297	社区	shèqū
RECID=R2017103970007298	社区厨房	shèqūchúfánɡ
RECID=R2017103970007299	社区矫正	shèqūjiǎozhènɡ
RECID=R2017103970007300	社区医院	shèqūyīyuàn
RECID=R2017103970007301	社区助理	shèqūzhùlǐ
RECID=R2017103970007302	舍饲	shèsì
RECID=R2017103970007303	射手	shèshǒu
RECID=R2017103970007304	射坛	shètán
RECID=R2017103970007305	涉案	shè’àn
RECID=R2017103970007306	涉爆	shèbào
RECID=R2017103970007307	涉毒	shèdú
RECID=R2017103970007308	涉恶	shè’è
RECID=R2017103970007309	涉拐	shèɡuǎi
RECID=R2017103970007310	涉黑	shèhēi
RECID=R2017103970007311	涉黄	shèhuánɡ
RECID=R2017103970007312	涉汇	shèhuì
RECID=R2017103970007313	涉贿	shèhuì
RECID=R2017103970007314	涉老	shèlǎo
RECID=R2017103970007315	涉密	shèmì
RECID=R2017103970007316	涉内	shènèi
RECID=R2017103970007317	涉农	shènónɡ
RECID=R2017103970007318	涉枪	shèqiānɡ
RECID=R2017103970007319	涉侨	shèqiáo
RECID=R2017103970007320	涉商	shèshānɡ
RECID=R2017103970007321	涉市	shèshì
RECID=R2017103970007322	涉税	shèshuì
RECID=R2017103970007323	涉塑	shèsù
RECID=R2017103970007324	涉外	shèwài
RECID=R2017103970007325	涉嫌	shèxián
RECID=R2017103970007326	涉险	shèxiǎn
RECID=R2017103970007327	涉医	shèyī
RECID=R2017103970007328	涉众型	shèzhònɡxínɡ
RECID=R2017103970007329	摄记	shèjì
RECID=R2017103970007330	摄坛	shètán
RECID=R2017103970007331	摄像手机	shèxiànɡshǒujī
RECID=R2017103970007333	申奥	shēn’ào
RECID=R2017103970007334	申博	shēnbó
RECID=R2017103970007335	申告	shēnɡào
RECID=R2017103970007336	申购	shēnɡòu
RECID=R2017103970007337	申论	shēnlùn
RECID=R2017103970007338	申遗	shēnyí
RECID=R2017103970007339	身容	shēnrónɡ
RECID=R2017103970007340	身体写作	shēntǐxiězuò
RECID=R2017103970007341	深笃	shēndǔ
RECID=R2017103970007342	深股	Shēnɡǔ
RECID=R2017103970007343	深涩	shēnsè
RECID=R2017103970007344	深市	Shēnshì
RECID=R2017103970007345	深套	shēntào
RECID=R2017103970007346	深味	shēnwèi
RECID=R2017103970007347	深折风	shēnzhéfēnɡ
RECID=R2017103970007348	深证综合指数	Shēnzhènɡzōnɡ-hézhǐshù
RECID=R2017103970007349	神八	ShénBā
RECID=R2017103970007350	神棍节	shénɡùnjié
RECID=R2017103970007351	神九	ShénJiǔ
RECID=R2017103970007352	神侃	shénkǎn
RECID=R2017103970007353	神聊	shénliáo
RECID=R2017103970007354	神六	ShénLiù
RECID=R2017103970007355	神马	shénmǎ
RECID=R2017103970007356	神七	ShénQī
RECID=R2017103970007357	神十	ShénShí
RECID=R2017103970007358	神五	ShénWǔ
RECID=R2017103970007359	神舟	ShénZhōu
RECID=R2017103970007360	神州行	Shénzhōuxínɡ
RECID=R2017103970007361	审丑	shěnchǒu
RECID=R2017103970007362	审实	shěnshí
RECID=R2017103970007363	审听	shěntīnɡ
RECID=R2017103970007364	审限	shěnxiàn
RECID=R2017103970007365	渗渠	shènqú
RECID=R2017103970007367	升A	shēnɡA
RECID=R2017103970007368	升班马	shēnɡbānmǎ
RECID=R2017103970007369	升档	shēnɡdànɡ
RECID=R2017103970007370	升调	shēnɡdiào
RECID=R2017103970007371	升读	shēnɡdú
RECID=R2017103970007372	升发	shēnɡfā
RECID=R2017103970007373	升幅	shēnɡfú
RECID=R2017103970007374	升格	shēnɡɡé
RECID=R2017103970007375	升甲	shēnɡjiǎ
RECID=R2017103970007376	升势	shēnɡshì
RECID=R2017103970007377	升位	shēnɡwèi
RECID=R2017103970007378	升息	shēnɡxī
RECID=R2017103970007379	生白族	shēnɡbáizú
RECID=R2017103970007380	生活方式病	shēnɡhuó-fānɡshì-bìnɡ
RECID=R2017103970007381	生境	shēnɡjìnɡ
RECID=R2017103970007382	生猛	shēnɡměnɡ
RECID=R2017103970007383	生命银行	shēnɡmìnɡyínhánɡ
RECID=R2017103970007384	生啤	shēnɡpí
RECID=R2017103970007385	生日钞	shēnɡrìchāo
RECID=R2017103970007386	生态标志	shēnɡtàibiāozhì
RECID=R2017103970007387	生态城市	shēnɡtàichénɡshì
RECID=R2017103970007388	生态村	shēnɡtàicūn
RECID=R2017103970007389	生态饭	shēnɡtàifàn
RECID=R2017103970007390	生态工程	shēnɡtàiɡōnɡchénɡ
RECID=R2017103970007391	生态公园	shēnɡtàiɡōnɡyuán
RECID=R2017103970007392	生态环境	shēnɡtàihuánjìnɡ
RECID=R2017103970007393	生态建筑	shēnɡtàijiànzhù
RECID=R2017103970007394	生态节能楼	shēnɡtàijiénénɡ-lóu
RECID=R2017103970007395	生态经济	shēnɡtàijīnɡjì
RECID=R2017103970007396	生态科学	shēnɡtàikēxué
RECID=R2017103970007397	生态旅游	shēnɡtàilǚyóu
RECID=R2017103970007398	生态难民	shēnɡtàinànmín
RECID=R2017103970007399	生态墙	shēnɡtàiqiánɡ
RECID=R2017103970007400	生态圈	shēnɡtàiquān
RECID=R2017103970007401	生态时装	shēnɡtàishízhuānɡ
RECID=R2017103970007402	生态食品	shēnɡtàishípǐn
RECID=R2017103970007403	生态效益	shēnɡtàixiàoyì
RECID=R2017103970007404	生态银行	shēnɡtàiyínhánɡ
RECID=R2017103970007405	生态游	shēnɡtàiyóu
RECID=R2017103970007406	生态住宅	shēnɡtàizhùzhái
RECID=R2017103970007407	生物安全	shēnɡwùānquán
RECID=R2017103970007408	生物导弹	shēnɡwùdǎodàn
RECID=R2017103970007409	生物工程	shēnɡwùɡōnɡchénɡ
RECID=R2017103970007410	生物疗法	shēnɡwùliáofǎ
RECID=R2017103970007411	生物入侵	shēnɡwùrùqīn
RECID=R2017103970007412	生物芯片	shēnɡwùxīnpiàn
RECID=R2017103970007413	生物炸弹	shēnɡwùzhàdàn
RECID=R2017103970007414	生鲜	shēnɡxiān
RECID=R2017103970007415	生长点	shēnɡzhǎnɡdiǎn
RECID=R2017103970007416	声景	shēnɡjǐnɡ
RECID=R2017103970007417	声讯台	shēnɡxùntái
RECID=R2017103970007418	声音爸爸	shēnɡyīnbàbà
RECID=R2017103970007419	声音邮件	shēnɡyīnyóujiàn
RECID=R2017103970007420	省花	shěnɡhuā
RECID=R2017103970007421	省脚	shěnɡjiǎo
RECID=R2017103970007422	圣代	shènɡdài
RECID=R2017103970007423	圣光棍节	shènɡɡuānɡɡùnjié
RECID=R2017103970007424	圣火	shènɡhuǒ
RECID=R2017103970007425	胜果	shènɡɡuǒ
RECID=R2017103970007426	胜机	shènɡjī
RECID=R2017103970007427	胜基	shènɡjī
RECID=R2017103970007428	胜绩	shènɡjì
RECID=R2017103970007429	胜率	shènɡlǜ
RECID=R2017103970007430	胜赔率	shènɡpéilǜ
RECID=R2017103970007431	胜因	shènɡyīn
RECID=R2017103970007432	盛状	shènɡzhuànɡ
RECID=R2017103970007433	剩客	shènɡkè
RECID=R2017103970007434	剩男	shènɡnán
RECID=R2017103970007435	剩女	shènɡnǚ
RECID=R2017103970007436	剩余人生	shènɡyúrénshēnɡ
RECID=R2017103970007438	失导	shīdǎo
RECID=R2017103970007439	失范	shīfàn
RECID=R2017103970007440	失分	shīfēn
RECID=R2017103970007441	失根	shīɡēn
RECID=R2017103970007442	失管	shīɡuǎn
RECID=R2017103970007443	失规	shīɡuī
RECID=R2017103970007444	失婚	shīhūn
RECID=R2017103970007445	失活	shīhuó
RECID=R2017103970007446	失拍	shīpāi
RECID=R2017103970007447	失稳	shīwěn
RECID=R2017103970007448	失业保险	shīyèbǎoxiǎn
RECID=R2017103970007449	师德	shīdé
RECID=R2017103970007450	师培	shīpéi
RECID=R2017103970007451	诗教	shījiào
RECID=R2017103970007452	诗意追捧	shīyìzhuīpěnɡ
RECID=R2017103970007453	施爆	shībào
RECID=R2017103970007454	施才	shīcái
RECID=R2017103970007455	湿租	shīzū
RECID=R2017103970007456	时差反应	shíchāfǎnyìnɡ
RECID=R2017103970007457	时间宝宝	shíjiānbǎobɑo
RECID=R2017103970007458	时间芯片	shíjiānxīnpiàn
RECID=R2017103970007459	时间信使	shíjiānxìnshǐ
RECID=R2017103970007460	时款	shíkuǎn
RECID=R2017103970007461	时狂	shíkuánɡ
RECID=R2017103970007462	时蔬	shíshū
RECID=R2017103970007463	时薪	shíxīn
RECID=R2017103970007464	时恤	shíxù
RECID=R2017103970007465	时装模特	shízhuānɡmótè
RECID=R2017103970007466	识假	shíjiǎ
RECID=R2017103970007467	实寄封	shíjìfēnɡ
RECID=R2017103970007468	实绩	shíjì
RECID=R2017103970007469	实客	shíkè
RECID=R2017103970007470	实名	shímínɡ
RECID=R2017103970007471	实名制	shímínɡzhì
RECID=R2017103970007472	实拍	shípāi
RECID=R2017103970007473	实体	shítǐ
RECID=R2017103970007474	实招	shízhāo
RECID=R2017103970007475	食府	shífǔ
RECID=R2017103970007476	食监	shíjiān
RECID=R2017103970007477	食利阶层	shílìjiēcénɡ
RECID=R2017103970007478	食利者	shílìzhě
RECID=R2017103970007479	食疗	shíliáo
RECID=R2017103970007480	食息	shíxī
RECID=R2017103970007481	食艺	shíyì
RECID=R2017103970007482	士多	shìduō
RECID=R2017103970007483	士多店	shìduōdiàn
RECID=R2017103970007484	士官	shìɡuān
RECID=R2017103970007485	世博护照	shìbóhùzhào
RECID=R2017103970007486	世博会	Shìbóhuì
RECID=R2017103970007487	世博婚	shìbóhūn
RECID=R2017103970007488	世博人家	Shìbórénjiā
RECID=R2017103970007489	世纪光棍节	shìjìɡuānɡɡùnjié
RECID=R2017103970007490	世姐	shìjiě
RECID=R2017103970007491	世界杯赛	shìjièbēisài
RECID=R2017103970007492	世界波	shìjièbō
RECID=R2017103970007493	世界村	shìjiècūn
RECID=R2017103970007494	世界动物日	ShìjièDònɡwùRì
RECID=R2017103970007495	世界妇女大会	ShìjièFùnǚDàhuì
RECID=R2017103970007496	世界公民	shìjièɡōnɡmín
RECID=R2017103970007497	世界慢生活日	ShìjièMànshēnɡ-huóRì
RECID=R2017103970007498	世界气象日	ShìjièQìxiànɡRì
RECID=R2017103970007499	世界人口日	ShìjièRénkǒuRì
RECID=R2017103970007500	世界湿地日	ShìjièShīdìRì
RECID=R2017103970007501	世界完全对称日	ShìjièWán-quánDuì-chènRì
RECID=R2017103970007502	世界无烟日	ShìjièWúyānRì
RECID=R2017103970007503	世界小姐	shìjièxiǎojiě
RECID=R2017103970007504	世界遗产	shìjièyíchǎn
RECID=R2017103970007505	世贸组织	ShìmàoZǔzhī
RECID=R2017103970007506	世青赛	Shìqīnɡsài
RECID=R2017103970007507	世少赛	Shìshàosài
RECID=R2017103970007508	世卫组织	ShìwèiZǔzhī
RECID=R2017103970007509	世袭招聘	shìxízhāopìn
RECID=R2017103970007510	世遗	shìyí
RECID=R2017103970007511	世银	Shìyín
RECID=R2017103970007512	世泳赛	Shìyǒnɡsài
RECID=R2017103970007513	世足赛	Shìzúsài
RECID=R2017103970007514	仕场经济	shìchǎnɡjīnɡjì
RECID=R2017103970007515	市标	shìbiāo
RECID=R2017103970007516	市策	shìcè
RECID=R2017103970007517	市场游资	shìchǎnɡyóuzī
RECID=R2017103970007518	市场准入	shìchǎnɡzhǔnrù
RECID=R2017103970007519	市道	shìdào
RECID=R2017103970007520	市花	shìhuā
RECID=R2017103970007521	市徽	shìhuī
RECID=R2017103970007522	市民卡	shìmínkǎ
RECID=R2017103970007523	市情	shìqínɡ
RECID=R2017103970007524	市声	shìshēnɡ
RECID=R2017103970007525	市树	shìshù
RECID=R2017103970007526	市盈率	shìyínɡlǜ
RECID=R2017103970007527	市长电话	shìzhǎnɡdiànhuà
RECID=R2017103970007528	市值	shìzhí
RECID=R2017103970007529	势能	shìnénɡ
RECID=R2017103970007530	势头	shìtóu
RECID=R2017103970007531	事据	shìjù
RECID=R2017103970007532	事主	shìzhǔ
RECID=R2017103970007533	饰材	shìcái
RECID=R2017103970007534	饰齿	shìchǐ
RECID=R2017103970007535	饰件	shìjiàn
RECID=R2017103970007536	饰面	shìmiàn
RECID=R2017103970007537	试错	shìcuò
RECID=R2017103970007538	试读	shìdú
RECID=R2017103970007539	试岗	shìɡǎnɡ
RECID=R2017103970007540	试关	shìɡuān
RECID=R2017103970007541	试婚	shìhūn
RECID=R2017103970007542	试机	shìjī
RECID=R2017103970007543	试脚	shìjiǎo
RECID=R2017103970007544	试镜	shìjìnɡ
RECID=R2017103970007545	试开	shìkāi
RECID=R2017103970007546	试考族	shìkǎozú
RECID=R2017103970007547	试客	shìkè
RECID=R2017103970007548	试客族	shìkèzú
RECID=R2017103970007549	试课	shìkè
RECID=R2017103970007550	试任	shìrèn
RECID=R2017103970007551	试题库	shìtíkù
RECID=R2017103970007552	试训	shìxùn
RECID=R2017103970007553	试养	shìyǎnɡ
RECID=R2017103970007554	试业	shìyè
RECID=R2017103970007555	试衣族	shìyīzú
RECID=R2017103970007556	试饮	shìyǐn
RECID=R2017103970007557	试营业	shìyínɡyè
RECID=R2017103970007558	试映	shìyìnɡ
RECID=R2017103970007559	试阵	shìzhèn
RECID=R2017103970007560	试制	shìzhì
RECID=R2017103970007561	试种	shìzhònɡ
RECID=R2017103970007562	试妆	shìzhuānɡ
RECID=R2017103970007563	视霸	shìbà
RECID=R2017103970007564	视保屏	shìbǎopínɡ
RECID=R2017103970007565	视残	shìcán
RECID=R2017103970007566	视点	shìdiǎn
RECID=R2017103970007567	视界	shìjiè
RECID=R2017103970007568	视觉污染	shìjuéwūrǎn
RECID=R2017103970007569	视频	shìpín
RECID=R2017103970007570	视频点播	shìpíndiǎnbō
RECID=R2017103970007571	视频光盘	shìpínɡuānɡpán
RECID=R2017103970007572	视频会议	shìpínhuìyì
RECID=R2017103970007573	视频通话	shìpíntōnɡhuà
RECID=R2017103970007574	视频招聘	shìpínzhāopìn
RECID=R2017103970007575	视评	shìpínɡ
RECID=R2017103970007576	视算	shìsuàn
RECID=R2017103970007577	视星	shìxīnɡ
RECID=R2017103970007578	视域	shìyù
RECID=R2017103970007579	适路	shìlù
RECID=R2017103970007580	适用技术	shìyònɡjìshù
RECID=R2017103970007581	室内儿童	shìnèiértónɡ
RECID=R2017103970007582	室内剧	shìnèijù
RECID=R2017103970007583	室内空气污染	shìnèikōnɡqìwūrǎn
RECID=R2017103970007584	释法	shìfǎ
RECID=R2017103970007585	释解	shìjiě
RECID=R2017103970007587	收案	shōu’àn
RECID=R2017103970007588	收棒	shōubànɡ
RECID=R2017103970007589	收捕	shōubǔ
RECID=R2017103970007590	收车	shōuchē
RECID=R2017103970007591	收储	shōuchǔ
RECID=R2017103970007592	收废	shōufèi
RECID=R2017103970007593	收杆	shōuɡān
RECID=R2017103970007594	收竿	shōuɡān
RECID=R2017103970007595	收弓	shōuɡōnɡ
RECID=R2017103970007596	收汇	shōuhuì
RECID=R2017103970007597	收桨	shōujiǎnɡ
RECID=R2017103970007598	收楼	shōulóu
RECID=R2017103970007599	收拍	shōupāi
RECID=R2017103970007600	收牌	shōupái
RECID=R2017103970007601	收盘	shōupán
RECID=R2017103970007602	收枰	shōupínɡ
RECID=R2017103970007603	收枪	shōuqiānɡ
RECID=R2017103970007604	收入补偿	shōurùbǔchánɡ
RECID=R2017103970007605	收视达叔	shōushìdáshū
RECID=R2017103970007606	收视帝	shōushìdì
RECID=R2017103970007607	收摊子	shōutānzi
RECID=R2017103970007608	收听体	shōutīnɡtǐ
RECID=R2017103970007609	收托	shōutuō
RECID=R2017103970007610	收验	shōuyàn
RECID=R2017103970007611	收益率	shōuyìlǜ
RECID=R2017103970007612	收益税	shōuyìshuì
RECID=R2017103970007613	收银	shōuyín
RECID=R2017103970007614	收银机	shōuyínjī
RECID=R2017103970007615	收住	shōuzhù
RECID=R2017103970007616	收贮	shōuzhù
RECID=R2017103970007617	手包	shǒubāo
RECID=R2017103970007618	手潮	shǒucháo
RECID=R2017103970007619	手动	shǒudònɡ
RECID=R2017103970007620	手工吧	shǒuɡōnɡbā
RECID=R2017103970007621	手绘封	shǒuhuìfēnɡ
RECID=R2017103970007622	手机	shǒujī
RECID=R2017103970007623	手机版	shǒujībǎn
RECID=R2017103970007624	手机报	shǒujībào
RECID=R2017103970007625	手机黄祸	shǒujīhuánɡhuò
RECID=R2017103970007626	手机僵尸	shǒujījiānɡshī
RECID=R2017103970007627	手机钱包	shǒujīqiánbāo
RECID=R2017103970007628	手机色情	shǒujīsèqínɡ
RECID=R2017103970007629	手链	shǒuliàn
RECID=R2017103970007630	手术拉链	shǒushùlāliàn
RECID=R2017103970007631	手坛	shǒután
RECID=R2017103970007632	手提电脑	shǒutídiànnǎo
RECID=R2017103970007633	手提箱网络	shǒutíxiānɡwǎnɡ-luò
RECID=R2017103970007634	手纹	shǒuwén
RECID=R2017103970007635	手性	shǒuxìnɡ
RECID=R2017103970007636	手续费	shǒuxùfèi
RECID=R2017103970007637	手掌机	shǒuzhǎnɡjī
RECID=R2017103970007638	手诊	shǒuzhěn
RECID=R2017103970007639	手足口症	shǒu-zú-kǒuzhènɡ
RECID=R2017103970007640	守廉	shǒulián
RECID=R2017103970007641	首播	shǒubō
RECID=R2017103970007642	首超	shǒuchāo
RECID=R2017103970007643	首夺	shǒuduó
RECID=R2017103970007644	首发	shǒufā
RECID=R2017103970007645	首发日	shǒufārì
RECID=R2017103970007646	首发式	shǒufāshì
RECID=R2017103970007647	首访	shǒufǎnɡ
RECID=R2017103970007648	首飞	shǒufēi
RECID=R2017103970007649	首航	shǒuhánɡ
RECID=R2017103970007650	首航封	shǒuhánɡfēnɡ
RECID=R2017103970007651	首金	shǒujīn
RECID=R2017103970007652	首漂式	shǒupiāoshì
RECID=R2017103970007653	首日戳	shǒurìchuō
RECID=R2017103970007654	首日封	shǒurìfēnɡ
RECID=R2017103970007655	首饰病	shǒushìbìnɡ
RECID=R2017103970007656	首问责任制	shǒuwènzérènzhì
RECID=R2017103970007657	首销	shǒuxiāo
RECID=R2017103970007658	首译	shǒuyì
RECID=R2017103970007659	首影	shǒuyǐnɡ
RECID=R2017103970007660	首影礼	shǒuyǐnɡlǐ
RECID=R2017103970007661	首影式	shǒuyǐnɡshì
RECID=R2017103970007662	首映	shǒuyìnɡ
RECID=R2017103970007663	首映式	shǒuyìnɡshì
RECID=R2017103970007664	首展	shǒuzhǎn
RECID=R2017103970007665	首展式	shǒuzhǎnshì
RECID=R2017103970007666	首战	shǒuzhàn
RECID=R2017103970007667	首诊	shǒuzhěn
RECID=R2017103970007668	首诊责任制	shǒuzhěnzérènzhì
RECID=R2017103970007669	寿险	shòuxiǎn
RECID=R2017103970007670	受案	shòu’àn
RECID=R2017103970007671	受酬	shòuchóu
RECID=R2017103970007672	受动	shòudònɡ
RECID=R2017103970007673	受贿罪	shòuhuìzuì
RECID=R2017103970007674	受检	shòujiǎn
RECID=R2017103970007675	受让	shòurànɡ
RECID=R2017103970007676	受托	shòutuō
RECID=R2017103970007677	受益者	shòuyìzhě
RECID=R2017103970007678	受众	shòuzhònɡ
RECID=R2017103970007679	售彩	shòucǎi
RECID=R2017103970007680	售后服务	shòuhòufúwù
RECID=R2017103970007681	售假	shòujiǎ
RECID=R2017103970007682	售劣	shòuliè
RECID=R2017103970007683	售罄	shòuqìnɡ
RECID=R2017103970007684	售中服务	shòuzhōnɡfúwù
RECID=R2017103970007685	售租比	shòu-zūbǐ
RECID=R2017103970007686	瘦婚	shòuhūn
RECID=R2017103970007687	瘦脸	shòuliǎn
RECID=R2017103970007688	瘦肉型	shòuròuxínɡ
RECID=R2017103970007689	瘦身	shòushēn
RECID=R2017103970007690	瘦身运动	shòushēnyùndònɡ
RECID=R2017103970007692	书吧	shūbā
RECID=R2017103970007693	书包妹	shūbāomèi
RECID=R2017103970007694	书虫	shūchónɡ
RECID=R2017103970007695	书市	shūshì
RECID=R2017103970007696	书坛	shūtán
RECID=R2017103970007697	书香干部	shūxiānɡɡànbù
RECID=R2017103970007698	书信炸弹	shūxìnzhàdàn
RECID=R2017103970007699	书业	shūyè
RECID=R2017103970007700	书艺	shūyì
RECID=R2017103970007701	书源	shūyuán
RECID=R2017103970007702	书展	shūzhǎn
RECID=R2017103970007703	书证	shūzhènɡ
